"Date","VOC, ppm","AQS","Air quality health index (AQHI) - Canada","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM2.5 (avg 3h), ug/m3","PM10, ug/m3","PM10 (avg 3h), ug/m3","Latitude","Longitude"
"2023-05-21 18:32:00","0.156","54","2","25","35.0","929.68","42.0","46.0","40.488888","49.0","43.105556","",""
"2023-05-21 18:31:00","0.154","54","2","25","35.0","929.70","42.0","46.0","40.383335","49.0","42.994446","",""
"2023-05-21 18:30:00","0.153","54","2","25","35.0","929.72","42.0","46.0","40.27778","49.0","42.883335","",""
"2023-05-21 18:29:00","0.152","54","2","25","35.0","929.72","42.0","46.0","40.172222","49.0","42.77222","",""
"2023-05-21 18:28:00","0.15","54","2","25","35.0","929.72","42.0","46.0","40.066666","49.0","42.66111","",""
"2023-05-21 18:27:00","0.149","54","2","25","35.0","929.75","42.0","46.0","39.961113","49.0","42.55","",""
"2023-05-21 18:26:00","0.148","54","2","25","35.0","929.77","42.0","46.0","39.855556","49.0","42.43889","",""
"2023-05-21 18:25:00","0.147","54","2","25","35.0","929.78","42.0","46.0","39.75","49.0","42.327778","",""
"2023-05-21 18:24:00","0.146","54","2","25","35.0","929.79","42.0","46.0","39.644444","49.0","42.216667","",""
"2023-05-21 18:23:00","0.145","54","2","25","35.0","929.77","42.0","46.0","39.538887","49.0","42.105556","",""
"2023-05-21 18:22:00","0.144","54","2","25","35.0","929.78","42.0","46.0","39.433334","49.0","41.994446","",""
"2023-05-21 18:21:00","0.144","54","2","25","35.0","929.80","42.0","46.0","39.327778","49.0","41.883335","",""
"2023-05-21 18:20:00","0.144","54","2","25","35.0","929.84","42.0","46.0","39.22222","49.0","41.77222","",""
"2023-05-21 18:19:00","0.145","54","2","25","35.0","929.83","42.0","46.0","39.1","49.0","41.644444","",""
"2023-05-21 18:18:00","0.148","54","2","25","35.0","929.84","42.0","46.0","38.97778","49.0","41.516666","",""
"2023-05-21 18:17:00","0.154","56","2","25","35.0","929.85","39.0","45.0","38.855556","49.0","41.38889","",""
"2023-05-21 18:16:00","0.156","54","2","25","35.0","929.87","42.0","47.0","38.738888","49.0","41.261112","",""
"2023-05-21 18:15:00","0.155","54","2","25","35.0","929.87","42.0","47.0","38.61111","49.0","41.133335","",""
"2023-05-21 18:14:00","0.153","54","2","25","35.0","929.88","42.0","47.0","38.483334","49.0","41.005554","",""
"2023-05-21 18:13:00","0.152","54","2","25","35.0","929.90","42.0","47.0","38.355556","49.0","40.877777","",""
"2023-05-21 18:12:00","0.15","54","2","25","35.0","929.91","42.0","47.0","38.22778","49.0","40.75","",""
"2023-05-21 18:11:00","0.148","54","2","25","35.0","929.92","42.0","47.0","38.1","49.0","40.622223","",""
"2023-05-21 18:10:00","0.147","54","2","25","35.0","929.94","42.0","47.0","37.97222","49.0","40.494446","",""
"2023-05-21 18:09:00","0.146","54","2","25","35.0","929.91","42.0","47.0","37.844444","49.0","40.366665","",""
"2023-05-21 18:08:00","0.145","54","2","25","35.0","929.94","42.0","47.0","37.716667","49.0","40.238888","",""
"2023-05-21 18:07:00","0.144","54","2","25","35.0","929.96","42.0","47.0","37.58889","49.0","40.11111","",""
"2023-05-21 18:06:00","0.143","54","2","25","35.0","929.97","42.0","47.0","37.461113","49.0","39.983334","",""
"2023-05-21 18:05:00","0.143","54","2","25","35.0","929.99","42.0","47.0","37.333332","49.0","39.855556","",""
"2023-05-21 18:04:00","0.143","54","2","25","35.0","929.99","42.0","47.0","37.205555","49.0","39.72778","",""
"2023-05-21 18:03:00","0.144","54","2","25","35.0","929.99","42.0","47.0","37.066666","49.0","39.594444","",""
"2023-05-21 18:02:00","0.147","54","2","25","35.0","930.00","42.0","47.0","36.905556","49.0","39.433334","",""
"2023-05-21 18:01:00","0.153","57","2","25","35.0","930.04","38.0","44.0","36.744446","48.0","39.27222","",""
"2023-05-21 18:00:00","0.156","57","2","25","35.0","930.05","38.0","44.0","36.6","47.0","39.116665","",""
"2023-05-21 17:59:00","0.155","55","2","25","35.0","930.06","40.0","45.0","36.455555","48.0","38.966667","",""
"2023-05-21 17:58:00","0.154","55","2","25","35.0","930.07","40.0","45.0","36.305557","48.0","38.81111","",""
"2023-05-21 17:57:00","0.152","55","2","25","35.0","930.08","40.0","45.0","36.155556","48.0","38.655556","",""
"2023-05-21 17:56:00","0.15","55","2","25","35.0","930.06","40.0","45.0","36.005554","48.0","38.5","",""
"2023-05-21 17:55:00","0.149","55","2","25","35.0","930.10","40.0","45.0","35.855556","48.0","38.344444","",""
"2023-05-21 17:54:00","0.148","55","2","25","35.0","930.15","40.0","45.0","35.705555","48.0","38.18889","",""
"2023-05-21 17:53:00","0.147","55","2","25","35.0","930.13","40.0","45.0","35.555557","48.0","38.033333","",""
"2023-05-21 17:52:00","0.146","55","2","25","35.0","930.15","40.0","45.0","35.405556","48.0","37.877777","",""
"2023-05-21 17:51:00","0.145","55","2","25","35.0","930.16","40.0","45.0","35.255554","48.0","37.72222","",""
"2023-05-21 17:50:00","0.144","55","2","25","35.0","930.18","40.0","45.0","35.105556","48.0","37.566666","",""
"2023-05-21 17:49:00","0.143","55","2","25","35.0","930.20","40.0","45.0","34.955555","48.0","37.41111","",""
"2023-05-21 17:48:00","0.143","55","2","25","35.0","930.21","40.0","45.0","34.805557","48.0","37.255554","",""
"2023-05-21 17:47:00","0.144","55","2","25","35.0","930.20","40.0","45.0","34.65","48.0","37.094444","",""
"2023-05-21 17:46:00","0.147","55","2","25","35.0","930.25","40.0","45.0","34.466667","48.0","36.9","",""
"2023-05-21 17:45:00","0.152","56","2","25","35.0","930.26","39.0","45.0","34.283333","50.0","36.705555","",""
"2023-05-21 17:44:00","0.156","57","2","25","35.0","930.25","38.0","44.0","34.1","48.0","36.5","",""
"2023-05-21 17:43:00","0.155","54","2","25","35.0","930.27","41.0","45.0","33.922222","47.0","36.305557","",""
"2023-05-21 17:42:00","0.154","54","2","25","35.0","930.26","41.0","45.0","33.738888","47.0","36.116665","",""
"2023-05-21 17:41:00","0.152","54","2","25","35.0","930.27","41.0","45.0","33.555557","47.0","35.927776","",""
"2023-05-21 17:40:00","0.151","54","2","25","35.0","930.30","41.0","45.0","33.372223","47.0","35.738888","",""
"2023-05-21 17:39:00","0.149","54","2","25","35.0","930.29","41.0","45.0","33.18889","47.0","35.55","",""
"2023-05-21 17:38:00","0.148","54","2","25","35.0","930.31","41.0","45.0","33.005554","47.0","35.36111","",""
"2023-05-21 17:37:00","0.147","54","2","25","35.0","930.31","41.0","45.0","32.822224","47.0","35.172222","",""
"2023-05-21 17:36:00","0.146","54","2","25","35.0","930.34","41.0","45.0","32.63889","47.0","34.983334","",""
"2023-05-21 17:35:00","0.145","54","2","25","35.0","930.34","41.0","45.0","32.455555","47.0","34.794445","",""
"2023-05-21 17:34:00","0.144","54","2","25","35.0","930.33","41.0","45.0","32.27222","47.0","34.605556","",""
"2023-05-21 17:33:00","0.143","54","2","25","35.0","930.32","41.0","45.0","32.08889","47.0","34.416668","",""
"2023-05-21 17:32:00","0.143","54","2","25","35.0","930.35","41.0","45.0","31.905556","47.0","34.22778","",""
"2023-05-21 17:31:00","0.144","54","1","25","35.0","930.35","41.0","45.0","31.711111","47.0","34.02778","",""
"2023-05-21 17:30:00","0.146","54","1","25","35.0","930.37","41.0","45.0","31.5","47.0","33.81111","",""
"2023-05-21 17:29:00","0.151","56","1","25","35.0","930.36","39.0","43.0","31.294445","45.0","33.6","",""
"2023-05-21 17:28:00","0.156","57","1","25","35.0","930.36","37.0","42.0","31.1","45.0","33.4","",""
"2023-05-21 17:27:00","0.155","56","1","25","35.0","930.38","39.0","44.0","30.911112","47.0","33.2","",""
"2023-05-21 17:26:00","0.153","56","1","25","35.0","930.37","39.0","44.0","30.711111","47.0","32.988888","",""
"2023-05-21 17:25:00","0.151","56","1","25","35.0","930.40","39.0","44.0","30.51111","47.0","32.77778","",""
"2023-05-21 17:24:00","0.15","56","1","25","35.0","930.39","39.0","44.0","30.311111","47.0","32.566666","",""
"2023-05-21 17:23:00","0.149","56","1","25","35.0","930.41","39.0","44.0","30.11111","47.0","32.355556","",""
"2023-05-21 17:22:00","0.148","56","1","25","35.0","930.40","39.0","44.0","29.911112","47.0","32.144444","",""
"2023-05-21 17:21:00","0.147","56","1","25","35.0","930.40","39.0","44.0","29.711111","47.0","31.933332","",""
"2023-05-21 17:20:00","0.146","56","1","25","35.0","930.42","39.0","44.0","29.51111","47.0","31.722221","",""
"2023-05-21 17:19:00","0.145","56","1","25","35.0","930.46","39.0","44.0","29.311111","47.0","31.51111","",""
"2023-05-21 17:18:00","0.144","56","1","25","35.0","930.46","39.0","44.0","29.11111","47.0","31.3","",""
"2023-05-21 17:17:00","0.143","56","1","25","35.0","930.47","39.0","44.0","28.911112","47.0","31.088888","",""
"2023-05-21 17:16:00","0.143","56","1","25","35.0","930.46","39.0","44.0","28.711111","47.0","30.877777","",""
"2023-05-21 17:15:00","0.144","56","1","25","35.0","930.48","39.0","44.0","28.505556","47.0","30.661112","",""
"2023-05-21 17:14:00","0.146","56","1","25","35.0","930.47","39.0","44.0","28.294445","47.0","30.444445","",""
"2023-05-21 17:13:00","0.151","56","1","25","35.0","930.48","39.0","44.0","28.083334","48.0","30.222221","",""
"2023-05-21 17:12:00","0.156","59","1","25","35.0","930.50","35.0","40.0","27.877777","44.0","30.005556","",""
"2023-05-21 17:11:00","0.155","57","1","25","35.0","930.52","38.0","42.0","27.688889","43.0","29.8","",""
"2023-05-21 17:10:00","0.154","57","1","25","35.0","930.48","38.0","42.0","27.48889","43.0","29.6","",""
"2023-05-21 17:09:00","0.152","57","1","25","35.0","930.49","38.0","42.0","27.288889","43.0","29.4","",""
"2023-05-21 17:08:00","0.151","57","1","25","35.0","930.50","38.0","42.0","27.088888","43.0","29.2","",""
"2023-05-21 17:07:00","0.149","57","1","25","35.0","930.52","38.0","42.0","26.883333","43.0","29.0","",""
"2023-05-21 17:06:00","0.148","57","1","25","35.0","930.54","38.0","42.0","26.683332","43.0","28.805555","",""
"2023-05-21 17:05:00","0.147","57","1","25","35.0","930.58","38.0","42.0","26.483334","43.0","28.6","",""
"2023-05-21 17:04:00","0.146","57","1","25","35.0","930.57","38.0","42.0","26.3","43.0","28.416666","",""
"2023-05-21 17:03:00","0.145","57","1","25","35.0","930.57","38.0","42.0","26.116667","43.0","28.233334","",""
"2023-05-21 17:02:00","0.144","57","1","25","35.0","930.62","38.0","42.0","25.933332","43.0","28.05","",""
"2023-05-21 17:01:00","0.143","57","1","25","35.0","930.64","38.0","42.0","25.755556","43.0","27.877777","",""
"2023-05-21 17:00:00","0.143","57","1","25","35.0","930.66","38.0","42.0","25.583334","43.0","27.705555","",""
"2023-05-21 16:59:00","0.144","57","1","25","35.0","930.67","38.0","42.0","25.4","43.0","27.522223","",""
"2023-05-21 16:58:00","0.146","57","1","25","35.0","930.71","38.0","42.0","25.244444","43.0","27.372223","",""
"2023-05-21 16:57:00","0.151","57","1","25","35.0","930.73","37.0","41.0","25.088888","42.0","27.227777","",""
"2023-05-21 16:56:00","0.156","63","1","25","35.0","930.75","31.0","36.0","24.944445","38.0","27.083334","",""
"2023-05-21 16:55:00","0.155","58","1","25","35.0","930.79","36.0","41.0","24.833334","44.0","26.966667","",""
"2023-05-21 16:54:00","0.154","58","1","25","35.0","930.81","36.0","41.0","24.694445","44.0","26.822222","",""
"2023-05-21 16:53:00","0.153","58","1","25","35.0","930.84","36.0","41.0","24.572222","44.0","26.694445","",""
"2023-05-21 16:52:00","0.151","58","1","25","35.0","930.87","36.0","41.0","24.455555","44.0","26.566668","",""
"2023-05-21 16:51:00","0.149","58","1","25","35.0","930.87","36.0","41.0","24.338888","44.0","26.45","",""
"2023-05-21 16:50:00","0.148","58","1","25","35.0","930.89","36.0","41.0","24.26111","44.0","26.366667","",""
"2023-05-21 16:49:00","0.147","58","1","25","35.0","930.91","36.0","41.0","24.222221","44.0","26.322222","",""
"2023-05-21 16:48:00","0.146","58","1","25","35.0","930.91","36.0","41.0","24.022223","44.0","26.11111","",""
"2023-05-21 16:47:00","0.145","58","1","25","35.0","930.92","36.0","41.0","23.983334","44.0","26.072222","",""
"2023-05-21 16:46:00","0.144","58","1","25","35.0","930.92","36.0","41.0","23.922222","44.0","26.01111","",""
"2023-05-21 16:45:00","0.143","58","1","25","35.0","930.95","36.0","41.0","23.86111","44.0","25.95","",""
"2023-05-21 16:44:00","0.143","58","1","25","35.0","930.98","36.0","41.0","23.8","44.0","25.88889","",""
"2023-05-21 16:43:00","0.143","58","1","25","35.0","930.98","36.0","41.0","23.73889","44.0","25.827778","",""
"2023-05-21 16:42:00","0.145","58","1","25","35.0","931.00","36.0","41.0","23.677778","44.0","25.766666","",""
"2023-05-21 16:41:00","0.149","58","1","25","35.0","931.01","36.0","40.0","23.616667","43.0","25.705555","",""
"2023-05-21 16:40:00","0.155","61","1","25","35.0","931.04","33.0","37.0","23.561111","40.0","25.65","",""
"2023-05-21 16:39:00","0.155","58","1","25","35.0","931.07","36.0","40.0","23.522223","43.0","25.61111","",""
"2023-05-21 16:38:00","0.154","58","1","25","35.0","931.07","36.0","40.0","23.461111","43.0","25.55","",""
"2023-05-21 16:37:00","0.152","58","1","25","35.0","931.11","36.0","40.0","23.394444","43.0","25.483334","",""
"2023-05-21 16:36:00","0.15","58","1","25","35.0","931.13","36.0","40.0","23.344444","43.0","25.427778","",""
"2023-05-21 16:35:00","0.149","58","1","25","35.0","931.15","36.0","40.0","23.294445","43.0","25.372223","",""
"2023-05-21 16:34:00","0.148","58","1","25","35.0","931.15","36.0","40.0","23.244444","43.0","25.316668","",""
"2023-05-21 16:33:00","0.147","58","1","25","35.0","931.14","36.0","40.0","23.194445","43.0","25.26111","",""
"2023-05-21 16:32:00","0.146","58","1","25","35.0","931.14","36.0","40.0","23.144444","43.0","25.205555","",""
"2023-05-21 16:31:00","0.145","58","1","25","35.0","931.15","36.0","40.0","23.094444","43.0","25.15","",""
"2023-05-21 16:30:00","0.144","58","1","25","35.0","931.14","36.0","40.0","23.044445","43.0","25.094444","",""
"2023-05-21 16:29:00","0.143","58","1","25","35.0","931.16","36.0","40.0","22.994444","43.0","25.038889","",""
"2023-05-21 16:28:00","0.143","58","1","25","35.0","931.16","36.0","40.0","22.944445","43.0","24.983334","",""
"2023-05-21 16:27:00","0.143","58","1","25","35.0","931.18","36.0","40.0","22.894444","43.0","24.927778","",""
"2023-05-21 16:26:00","0.145","58","1","25","35.0","931.21","36.0","40.0","22.844444","43.0","24.872223","",""
"2023-05-21 16:25:00","0.149","59","1","25","35.0","931.18","35.0","40.0","22.794445","43.0","24.816668","",""
"2023-05-21 16:24:00","0.155","64","1","25","35.0","931.19","30.0","35.0","22.744444","40.0","24.76111","",""
"2023-05-21 16:23:00","0.155","62","1","25","35.0","931.22","32.0","36.0","22.722221","39.0","24.722221","",""
"2023-05-21 16:22:00","0.153","62","1","25","35.0","931.24","32.0","36.0","22.694445","39.0","24.688889","",""
"2023-05-21 16:21:00","0.152","62","1","25","35.0","931.23","32.0","36.0","22.666666","39.0","24.666666","",""
"2023-05-21 16:20:00","0.151","62","1","25","35.0","931.26","32.0","36.0","22.661112","39.0","24.661112","",""
"2023-05-21 16:19:00","0.149","62","1","25","35.0","931.27","32.0","36.0","22.655556","39.0","24.655556","",""
"2023-05-21 16:18:00","0.147","62","1","25","35.0","931.28","32.0","36.0","22.65","39.0","24.65","",""
"2023-05-21 16:17:00","0.146","62","1","25","35.0","931.33","32.0","36.0","22.644444","39.0","24.644444","",""
"2023-05-21 16:16:00","0.145","62","1","25","35.0","931.32","32.0","36.0","22.63889","39.0","24.63889","",""
"2023-05-21 16:15:00","0.144","62","1","25","35.0","931.35","32.0","36.0","22.633333","39.0","24.633333","",""
"2023-05-21 16:14:00","0.143","62","1","25","35.0","931.38","32.0","36.0","22.627777","39.0","24.627777","",""
"2023-05-21 16:13:00","0.142","62","1","25","35.0","931.37","32.0","36.0","22.622223","39.0","24.622223","",""
"2023-05-21 16:12:00","0.142","62","1","25","35.0","931.42","32.0","36.0","22.616667","39.0","24.616667","",""
"2023-05-21 16:11:00","0.142","62","1","25","36.0","931.44","32.0","36.0","22.61111","39.0","24.61111","",""
"2023-05-21 16:10:00","0.144","62","1","25","36.0","931.41","32.0","36.0","22.605556","39.0","24.605556","",""
"2023-05-21 16:09:00","0.148","63","1","25","36.0","931.46","31.0","35.0","22.6","38.0","24.6","",""
"2023-05-21 16:08:00","0.154","65","1","25","35.0","931.45","29.0","34.0","22.6","38.0","24.6","",""
"2023-05-21 16:07:00","0.155","65","1","25","35.0","931.48","29.0","33.0","22.605556","36.0","24.6","",""
"2023-05-21 16:06:00","0.154","65","1","25","35.0","931.51","29.0","33.0","22.61111","36.0","24.61111","",""
"2023-05-21 16:05:00","0.152","65","1","25","35.0","931.53","29.0","33.0","22.622223","36.0","24.627777","",""
"2023-05-21 16:04:00","0.15","65","1","25","35.0","931.59","29.0","33.0","22.63889","36.0","24.644444","",""
"2023-05-21 16:03:00","0.149","65","1","25","35.0","931.62","29.0","33.0","22.655556","36.0","24.661112","",""
"2023-05-21 16:02:00","0.148","65","1","25","35.0","931.64","29.0","33.0","22.672222","36.0","24.677778","",""
"2023-05-21 16:01:00","0.147","65","1","25","35.0","931.62","29.0","33.0","22.688889","36.0","24.694445","",""
"2023-05-21 16:00:00","0.146","65","1","25","35.0","931.66","29.0","33.0","22.705555","36.0","24.711111","",""
"2023-05-21 15:59:00","0.145","65","1","25","36.0","931.62","29.0","33.0","22.722221","36.0","24.727777","",""
"2023-05-21 15:58:00","0.144","65","1","25","36.0","931.61","29.0","33.0","22.73889","36.0","24.744444","",""
"2023-05-21 15:57:00","0.143","65","1","25","36.0","931.61","29.0","33.0","22.755556","36.0","24.76111","",""
"2023-05-21 15:56:00","0.143","65","1","25","36.0","931.67","29.0","33.0","22.772223","36.0","24.777779","",""
"2023-05-21 15:55:00","0.143","65","1","25","36.0","931.68","29.0","33.0","22.788889","36.0","24.794445","",""
"2023-05-21 15:54:00","0.144","65","1","25","36.0","931.69","29.0","33.0","22.805555","36.0","24.811111","",""
"2023-05-21 15:53:00","0.148","66","1","25","36.0","931.67","28.0","32.0","22.822222","35.0","24.827778","",""
"2023-05-21 15:52:00","0.154","68","1","25","36.0","931.69","26.0","31.0","22.844444","35.0","24.85","",""
"2023-05-21 15:51:00","0.155","66","1","25","36.0","931.71","28.0","31.0","22.872223","33.0","24.872223","",""
"2023-05-21 15:50:00","0.154","66","1","25","36.0","931.69","28.0","31.0","22.894444","33.0","24.9","",""
"2023-05-21 15:49:00","0.152","66","1","25","36.0","931.71","28.0","31.0","22.922222","33.0","24.938889","",""
"2023-05-21 15:48:00","0.15","66","1","25","36.0","931.74","28.0","31.0","22.95","33.0","24.977777","",""
"2023-05-21 15:47:00","0.148","66","1","25","36.0","931.75","28.0","31.0","22.977777","33.0","25.016666","",""
"2023-05-21 15:46:00","0.146","66","1","25","36.0","931.77","28.0","31.0","23.005556","33.0","25.055555","",""
"2023-05-21 15:45:00","0.145","66","1","25","36.0","931.80","28.0","31.0","23.033333","33.0","25.094444","",""
"2023-05-21 15:44:00","0.144","66","1","25","36.0","931.85","28.0","31.0","23.061111","33.0","25.133333","",""
"2023-05-21 15:43:00","0.143","66","1","25","36.0","931.85","28.0","31.0","23.088888","33.0","25.172222","",""
"2023-05-21 15:42:00","0.142","66","1","25","36.0","931.83","28.0","31.0","23.116667","33.0","25.205555","",""
"2023-05-21 15:41:00","0.141","66","1","25","36.0","931.85","28.0","31.0","23.127777","33.0","25.227777","",""
"2023-05-21 15:40:00","0.141","66","1","25","36.0","931.86","28.0","31.0","23.172222","33.0","25.277779","",""
"2023-05-21 15:39:00","0.141","66","1","25","36.0","931.91","28.0","31.0","23.216667","33.0","25.327778","",""
"2023-05-21 15:38:00","0.142","66","1","25","36.0","931.93","28.0","31.0","23.26111","33.0","25.377777","",""
"2023-05-21 15:37:00","0.145","67","1","25","36.0","931.94","27.0","31.0","23.305555","33.0","25.427778","",""
"2023-05-21 15:36:00","0.151","67","1","25","36.0","931.90","27.0","31.0","23.35","33.0","25.477777","",""
"2023-05-21 15:35:00","0.153","69","1","25","36.0","931.92","25.0","27.0","23.394444","29.0","25.527779","",""
"2023-05-21 15:34:00","0.152","69","1","25","36.0","931.92","25.0","27.0","23.455555","29.0","25.594444","",""
"2023-05-21 15:33:00","0.15","69","1","25","36.0","931.96","25.0","27.0","23.51111","29.0","25.655556","",""
"2023-05-21 15:32:00","0.148","69","1","25","36.0","931.96","25.0","27.0","23.583334","29.0","25.727777","",""
"2023-05-21 15:31:00","0.147","69","1","25","36.0","931.99","25.0","27.0","23.655556","29.0","25.8","",""
"2023-05-21 15:30:00","0.145","69","1","25","36.0","932.01","25.0","27.0","23.727777","29.0","25.872223","",""
"2023-05-21 15:29:00","0.143","69","1","25","36.0","932.01","25.0","27.0","23.8","29.0","25.944445","",""
"2023-05-21 15:28:00","0.142","69","1","25","36.0","932.02","25.0","27.0","23.872223","29.0","26.016666","",""
"2023-05-21 15:27:00","0.141","69","1","25","36.0","932.04","25.0","27.0","23.944445","29.0","26.088888","",""
"2023-05-21 15:26:00","0.14","69","1","25","36.0","932.04","25.0","27.0","24.016666","29.0","26.161112","",""
"2023-05-21 15:25:00","0.139","69","1","25","36.0","932.06","25.0","27.0","24.088888","29.0","26.233334","",""
"2023-05-21 15:24:00","0.138","69","1","25","36.0","932.11","25.0","27.0","24.161112","29.0","26.305555","",""
"2023-05-21 15:23:00","0.138","69","1","25","36.0","932.10","25.0","27.0","24.233334","29.0","26.377777","",""
"2023-05-21 15:22:00","0.139","69","1","25","36.0","932.09","25.0","27.0","24.305555","29.0","26.45","",""
"2023-05-21 15:21:00","0.142","69","1","25","36.0","932.13","25.0","27.0","24.377777","29.0","26.522223","",""
"2023-05-21 15:20:00","0.148","73","1","25","36.0","932.14","21.0","24.0","24.45","26.0","26.594444","",""
"2023-05-21 15:19:00","0.15","73","1","25","36.0","932.11","21.0","24.0","24.538889","26.0","26.683332","",""
"2023-05-21 15:18:00","0.148","73","1","25","36.0","932.11","21.0","24.0","24.627777","26.0","26.772223","",""
"2023-05-21 15:17:00","0.146","73","1","25","36.0","932.14","21.0","24.0","24.705555","26.0","26.855556","",""
"2023-05-21 15:16:00","0.144","73","1","25","36.0","932.16","21.0","24.0","24.838888","26.0","27.0","",""
"2023-05-21 15:15:00","0.142","73","1","25","36.0","932.17","21.0","24.0","24.972221","26.0","27.144444","",""
"2023-05-21 15:14:00","0.14","73","1","25","36.0","932.19","21.0","24.0","25.105556","26.0","27.288889","",""
"2023-05-21 15:13:00","0.138","73","1","25","36.0","932.18","21.0","24.0","25.23889","26.0","27.433332","",""
"2023-05-21 15:12:00","0.136","73","1","25","36.0","932.17","21.0","24.0","25.372223","26.0","27.577778","",""
"2023-05-21 15:11:00","0.134","73","1","25","36.0","932.19","21.0","24.0","25.505556","26.0","27.722221","",""
"2023-05-21 15:10:00","0.133","73","1","25","36.0","932.21","21.0","24.0","25.63889","26.0","27.866667","",""
"2023-05-21 15:09:00","0.132","73","1","25","36.0","932.23","21.0","24.0","25.772223","26.0","28.01111","",""
"2023-05-21 15:08:00","0.131","73","1","25","36.0","932.24","21.0","24.0","25.905556","26.0","28.155556","",""
"2023-05-21 15:07:00","0.131","73","1","25","36.0","932.24","21.0","24.0","26.038889","26.0","28.3","",""
"2023-05-21 15:06:00","0.132","73","1","25","36.0","932.30","21.0","24.0","26.172222","26.0","28.444445","",""
"2023-05-21 15:05:00","0.134","73","1","25","36.0","932.28","21.0","24.0","26.305555","26.0","28.588888","",""
"2023-05-21 15:04:00","0.139","75","1","25","36.0","932.28","19.0","22.0","26.438889","25.0","28.733334","",""
"2023-05-21 15:03:00","0.141","78","1","25","36.0","932.31","16.0","18.0","26.583334","20.0","28.883333","",""
"2023-05-21 15:02:00","0.139","78","1","25","36.0","932.32","16.0","18.0","26.744444","20.0","29.061111","",""
"2023-05-21 15:01:00","0.137","78","1","25","36.0","932.32","16.0","18.0","26.9","20.0","29.244444","",""
"2023-05-21 15:00:00","0.135","78","1","25","36.0","932.33","16.0","18.0","27.072222","20.0","29.422222","",""
"2023-05-21 14:59:00","0.133","78","1","25","36.0","932.36","16.0","18.0","27.244444","20.0","29.6","",""
"2023-05-21 14:58:00","0.131","78","1","25","36.0","932.37","16.0","18.0","27.416666","20.0","29.777779","",""
"2023-05-21 14:57:00","0.129","78","1","25","36.0","932.42","16.0","18.0","27.588888","20.0","29.955555","",""
"2023-05-21 14:56:00","0.127","78","1","25","36.0","932.45","16.0","18.0","27.76111","20.0","30.133333","",""
"2023-05-21 14:55:00","0.125","78","1","25","36.0","932.46","16.0","18.0","27.933332","20.0","30.311111","",""
"2023-05-21 14:54:00","0.123","78","1","25","35.0","932.44","16.0","18.0","28.105556","20.0","30.48889","",""
"2023-05-21 14:53:00","0.121","78","1","26","34.0","932.47","16.0","18.0","28.277779","20.0","30.666666","",""
"2023-05-21 14:52:00","0.12","78","1","26","34.0","932.49","16.0","18.0","28.45","20.0","30.844444","",""
"2023-05-21 14:51:00","0.119","78","1","26","34.0","932.50","16.0","18.0","28.622223","20.0","31.022223","",""
"2023-05-21 14:50:00","0.119","78","1","26","34.0","932.50","16.0","18.0","28.794445","20.0","31.2","",""
"2023-05-21 14:49:00","0.121","78","1","25","36.0","932.49","16.0","18.0","28.966667","20.0","31.377777","",""
"2023-05-21 14:48:00","0.125","80","1","25","36.0","932.49","14.0","17.0","29.13889","19.0","31.555555","",""
"2023-05-21 14:47:00","0.127","87","1","25","36.0","932.53","9.0","12.0","29.316668","13.0","31.73889","",""
"2023-05-21 14:46:00","0.124","85","1","25","36.0","932.53","10.0","12.0","29.516666","13.0","31.95","",""
"2023-05-21 14:45:00","0.121","85","1","25","36.0","932.52","10.0","12.0","29.7","13.0","32.144444","",""
"2023-05-21 14:44:00","0.118","85","1","25","34.0","932.60","10.0","12.0","29.933332","13.0","32.41111","",""
"2023-05-21 14:43:00","0.115","85","1","26","34.0","932.59","10.0","12.0","30.166666","13.0","32.677776","",""
"2023-05-21 14:42:00","0.112","85","1","26","34.0","932.60","10.0","12.0","30.4","13.0","32.944443","",""
"2023-05-21 14:41:00","0.109","85","1","26","34.0","932.58","10.0","12.0","30.633333","13.0","33.211113","",""
"2023-05-21 14:40:00","0.106","85","1","26","34.0","932.62","10.0","12.0","30.866667","13.0","33.47778","",""
"2023-05-21 14:39:00","0.103","85","1","26","34.0","932.63","10.0","12.0","31.1","13.0","33.744446","",""
"2023-05-21 14:38:00","0.1","85","1","26","34.0","932.64","10.0","12.0","31.333334","13.0","34.011112","",""
"2023-05-21 14:37:00","0.097","85","1","26","34.0","932.65","10.0","12.0","31.566668","13.0","34.27778","",""
"2023-05-21 14:36:00","0.095","85","2","26","34.0","932.68","10.0","12.0","31.8","13.0","34.544445","",""
"2023-05-21 14:35:00","0.093","85","2","26","34.0","932.66","10.0","12.0","32.033333","13.0","34.81111","",""
"2023-05-21 14:34:00","0.092","85","2","26","34.0","932.68","10.0","12.0","32.266666","13.0","35.077778","",""
"2023-05-21 14:33:00","0.092","85","2","26","34.0","932.64","10.0","12.0","32.5","13.0","35.344444","",""
"2023-05-21 14:32:00","0.095","88","2","26","34.0","932.68","8.0","10.0","32.733334","11.0","35.61111","",""
"2023-05-21 14:31:00","0.097","92","2","26","34.0","932.67","5.0","7.0","32.97778","8.0","35.88889","",""
"2023-05-21 14:30:00","0.094","91","2","26","34.0","932.69","6.0","8.0","33.238888","9.0","36.183334","",""
"2023-05-21 14:29:00","0.09","91","2","26","34.0","932.68","6.0","8.0","33.488888","9.0","36.488888","",""
